instant,tanggal,musim,tahun,bulan,jam,libur,hari,hari_kerja,kondisi_cuaca,temp,suhu_terasa,kelembaban,windspeed,pengguna_casual,pengguna_terdaftar,jumlah,periode_hari,kehangatan,tingkat_kelembaban
2839,2011-05-03,Semi,2011,Mei,4,tidak,Rabu,ya,Cerah,16.44,17.0,0.88,15.001299999999999,3,1,4,Malam,Hangat,Tinggi
2840,2011-05-03,Semi,2011,Mei,5,tidak,Rabu,ya,Cerah,16.44,17.0,0.88,8.9981,0,14,14,Malam,Hangat,Tinggi
2841,2011-05-03,Semi,2011,Mei,6,tidak,Rabu,ya,Berawan,16.44,17.0,0.9399999999999998,11.0014,7,102,109,Malam,Hangat,Tinggi
2842,2011-05-03,Semi,2011,Mei,7,tidak,Rabu,ya,Berawan,17.380000000000003,18.0032,0.88,15.001299999999999,17,248,265,Pagi,Hangat,Tinggi
2843,2011-05-03,Semi,2011,Mei,8,tidak,Rabu,ya,Berawan,18.320000000000004,18.9998,0.83,19.0012,24,435,459,Pagi,Hangat,Tinggi
2844,2011-05-03,Semi,2011,Mei,9,tidak,Rabu,ya,Berawan,20.2,22.0028,0.78,23.9994,29,157,186,Pagi,Panas,Tinggi
2845,2011-05-03,Semi,2011,Mei,10,tidak,Rabu,ya,Berawan,22.080000000000002,24.0026,0.69,23.9994,36,91,127,Pagi,Panas,Sedang
2846,2011-05-03,Semi,2011,Mei,11,tidak,Rabu,ya,Berawan,23.020000000000003,24.999200000000002,0.65,22.0028,20,120,140,Pagi,Panas,Sedang
2847,2011-05-03,Semi,2011,Mei,12,tidak,Rabu,ya,Berawan,23.96,26.002399999999994,0.61,32.9975,48,169,217,Pagi,Panas,Sedang
2848,2011-05-03,Semi,2011,Mei,13,tidak,Rabu,ya,Berawan,24.9,26.998999999999995,0.58,40.9973,50,144,194,Sore,Panas,Sedang
2849,2011-05-03,Semi,2011,Mei,14,tidak,Rabu,ya,Berawan,24.9,26.998999999999995,0.58,35.0008,36,122,158,Sore,Panas,Sedang
2850,2011-05-03,Semi,2011,Mei,15,tidak,Rabu,ya,Berawan,24.9,26.998999999999995,0.58,30.002599999999997,37,117,154,Sore,Panas,Sedang
2851,2011-05-03,Semi,2011,Mei,16,tidak,Rabu,ya,Cerah,25.839999999999996,28.002199999999995,0.54,31.0009,46,225,271,Sore,Panas,Sedang
2852,2011-05-03,Semi,2011,Mei,17,tidak,Rabu,ya,Cerah,24.9,26.998999999999995,0.54,31.0009,53,464,517,Sore,Panas,Sedang
2853,2011-05-03,Semi,2011,Mei,18,tidak,Rabu,ya,Cerah,24.9,26.998999999999995,0.48,27.999299999999998,59,485,544,Sore,Panas,Sedang
2854,2011-05-03,Semi,2011,Mei,19,tidak,Rabu,ya,Cerah,23.96,26.002399999999994,0.57,23.9994,42,323,365,Malam,Panas,Sedang
2855,2011-05-03,Semi,2011,Mei,20,tidak,Rabu,ya,Cerah,23.020000000000003,24.999200000000002,0.61,12.998000000000001,28,262,290,Malam,Panas,Sedang
2856,2011-05-03,Semi,2011,Mei,21,tidak,Rabu,ya,Berawan,22.080000000000002,24.999200000000002,0.61,30.002599999999997,42,183,225,Malam,Panas,Sedang
2857,2011-05-03,Semi,2011,Mei,22,tidak,Rabu,ya,Berawan,19.259999999999998,20.003,0.6,26.0027,14,99,113,Malam,Panas,Sedang
2858,2011-05-03,Semi,2011,Mei,23,tidak,Rabu,ya,Berawan,18.320000000000004,18.9998,0.68,22.0028,12,50,62,Malam,Hangat,Sedang
2859,2011-05-04,Semi,2011,Mei,0,tidak,Kamis,ya,Hujan Ringan,16.44,17.0,0.77,11.0014,5,22,27,Malam,Hangat,Tinggi
2860,2011-05-04,Semi,2011,Mei,1,tidak,Kamis,ya,Hujan Ringan,15.5,15.9968,0.8199999999999998,19.0012,1,6,7,Malam,Hangat,Tinggi
2861,2011-05-04,Semi,2011,Mei,2,tidak,Kamis,ya,Hujan Ringan,15.5,15.9968,0.8199999999999998,19.0012,0,4,4,Malam,Hangat,Tinggi
2862,2011-05-04,Semi,2011,Mei,3,tidak,Kamis,ya,Hujan Ringan,11.739999999999998,11.997200000000003,0.88,35.0008,0,1,1,Malam,Dingin,Tinggi
2863,2011-05-04,Semi,2011,Mei,4,tidak,Kamis,ya,Hujan Ringan,9.86,9.997399999999999,0.9399999999999998,22.0028,1,2,3,Malam,Dingin,Tinggi
2864,2011-05-04,Semi,2011,Mei,5,tidak,Kamis,ya,Hujan Ringan,8.919999999999998,5.997799999999998,0.8699999999999999,22.0028,1,8,9,Malam,Dingin,Tinggi
2865,2011-05-04,Semi,2011,Mei,6,tidak,Kamis,ya,Hujan Ringan,7.98,3.998000000000001,0.93,26.0027,0,21,21,Malam,Dingin,Tinggi
2866,2011-05-04,Semi,2011,Mei,7,tidak,Kamis,ya,Hujan Ringan,7.98,3.998000000000001,0.93,23.9994,6,46,52,Pagi,Dingin,Tinggi
2867,2011-05-04,Semi,2011,Mei,8,tidak,Kamis,ya,Hujan Ringan,7.98,3.998000000000001,0.93,26.0027,5,74,79,Pagi,Dingin,Tinggi
2868,2011-05-04,Semi,2011,Mei,9,tidak,Kamis,ya,Hujan Ringan,7.98,3.998000000000001,0.93,23.9994,5,35,40,Pagi,Dingin,Tinggi
2869,2011-05-04,Semi,2011,Mei,10,tidak,Kamis,ya,Berawan,7.98,5.001199999999997,0.93,19.0012,5,26,31,Pagi,Dingin,Tinggi
2870,2011-05-04,Semi,2011,Mei,11,tidak,Kamis,ya,Cerah,10.8,11.000600000000002,0.8199999999999998,22.0028,3,69,72,Pagi,Dingin,Tinggi
2871,2011-05-04,Semi,2011,Mei,12,tidak,Kamis,ya,Berawan,12.68,13.000399999999999,0.62,23.9994,19,105,124,Pagi,Hangat,Sedang
2872,2011-05-04,Semi,2011,Mei,13,tidak,Kamis,ya,Berawan,13.620000000000001,13.997,0.59,30.002599999999997,15,128,143,Sore,Hangat,Sedang
2873,2011-05-04,Semi,2011,Mei,14,tidak,Kamis,ya,Cerah,15.5,15.9968,0.51,26.0027,13,94,107,Sore,Hangat,Sedang
2874,2011-05-04,Semi,2011,Mei,15,tidak,Kamis,ya,Cerah,14.559999999999999,15.0002,0.51,27.999299999999998,22,107,129,Sore,Hangat,Sedang
2875,2011-05-04,Semi,2011,Mei,16,tidak,Kamis,ya,Cerah,15.5,15.9968,0.45000000000000007,31.0009,22,173,195,Sore,Hangat,Sedang
2876,2011-05-04,Semi,2011,Mei,17,tidak,Kamis,ya,Cerah,10.8,11.000600000000002,0.71,16.997899999999998,22,388,410,Sore,Dingin,Tinggi
2877,2011-05-04,Semi,2011,Mei,18,tidak,Kamis,ya,Cerah,11.739999999999998,11.997200000000003,0.67,16.997899999999998,29,367,396,Sore,Dingin,Sedang
2878,2011-05-04,Semi,2011,Mei,19,tidak,Kamis,ya,Cerah,11.739999999999998,11.997200000000003,0.58,23.9994,30,266,296,Malam,Dingin,Sedang
2879,2011-05-04,Semi,2011,Mei,20,tidak,Kamis,ya,Cerah,10.8,11.000600000000002,0.62,22.0028,17,174,191,Malam,Dingin,Sedang
2880,2011-05-04,Semi,2011,Mei,21,tidak,Kamis,ya,Cerah,10.8,11.000600000000002,0.62,11.0014,17,133,150,Malam,Dingin,Sedang
2881,2011-05-04,Semi,2011,Mei,22,tidak,Kamis,ya,Cerah,9.86,9.997399999999999,0.62,15.001299999999999,9,80,89,Malam,Dingin,Sedang
2882,2011-05-04,Semi,2011,Mei,23,tidak,Kamis,ya,Cerah,8.919999999999998,7.000999999999998,0.62,15.001299999999999,8,49,57,Malam,Dingin,Sedang
2883,2011-05-05,Semi,2011,Mei,0,tidak,Jumat,ya,Cerah,8.919999999999998,7.000999999999998,0.66,12.998000000000001,4,23,27,Malam,Dingin,Sedang
2884,2011-05-05,Semi,2011,Mei,1,tidak,Jumat,ya,Cerah,7.98,5.997799999999998,0.71,12.998000000000001,4,6,10,Malam,Dingin,Tinggi
2885,2011-05-05,Semi,2011,Mei,2,tidak,Jumat,ya,Cerah,7.98,5.001199999999997,0.66,15.001299999999999,1,4,5,Malam,Dingin,Sedang
2886,2011-05-05,Semi,2011,Mei,3,tidak,Jumat,ya,Cerah,7.98,5.001199999999997,0.66,16.997899999999998,0,4,4,Malam,Dingin,Sedang
2887,2011-05-05,Semi,2011,Mei,4,tidak,Jumat,ya,Cerah,7.98,5.001199999999997,0.66,16.997899999999998,4,3,7,Malam,Dingin,Sedang
2888,2011-05-05,Semi,2011,Mei,5,tidak,Jumat,ya,Cerah,7.98,5.001199999999997,0.66,16.997899999999998,1,29,30,Malam,Dingin,Sedang
2889,2011-05-05,Semi,2011,Mei,6,tidak,Jumat,ya,Cerah,7.98,5.001199999999997,0.66,16.997899999999998,3,86,89,Malam,Dingin,Sedang
2890,2011-05-05,Semi,2011,Mei,7,tidak,Jumat,ya,Cerah,9.86,9.997399999999999,0.58,16.997899999999998,16,255,271,Pagi,Dingin,Sedang
2891,2011-05-05,Semi,2011,Mei,8,tidak,Jumat,ya,Cerah,11.739999999999998,11.997200000000003,0.5,16.997899999999998,25,415,440,Pagi,Dingin,Sedang
2892,2011-05-05,Semi,2011,Mei,9,tidak,Jumat,ya,Cerah,13.620000000000001,13.997,0.44,19.0012,20,164,184,Pagi,Hangat,Sedang
2893,2011-05-05,Semi,2011,Mei,10,tidak,Jumat,ya,Cerah,15.5,15.9968,0.39,19.0012,30,98,128,Pagi,Hangat,Rendah
2894,2011-05-05,Semi,2011,Mei,11,tidak,Jumat,ya,Cerah,16.44,17.0,0.36,30.002599999999997,43,105,148,Pagi,Hangat,Rendah
2895,2011-05-05,Semi,2011,Mei,12,tidak,Jumat,ya,Cerah,16.44,17.0,0.34,23.9994,27,169,196,Pagi,Hangat,Rendah
2896,2011-05-05,Semi,2011,Mei,13,tidak,Jumat,ya,Cerah,17.380000000000003,18.0032,0.3,39.000699999999995,50,142,192,Sore,Hangat,Rendah
2897,2011-05-05,Semi,2011,Mei,14,tidak,Jumat,ya,Cerah,17.380000000000003,18.0032,0.28,30.002599999999997,19,135,154,Sore,Hangat,Rendah
2898,2011-05-05,Semi,2011,Mei,15,tidak,Jumat,ya,Cerah,18.320000000000004,18.9998,0.26,32.9975,27,120,147,Sore,Hangat,Rendah
2899,2011-05-05,Semi,2011,Mei,16,tidak,Jumat,ya,Cerah,19.259999999999998,20.003,0.24,27.999299999999998,36,233,269,Sore,Panas,Rendah
2900,2011-05-05,Semi,2011,Mei,17,tidak,Jumat,ya,Cerah,18.320000000000004,18.9998,0.26,26.0027,66,467,533,Sore,Hangat,Rendah
2901,2011-05-05,Semi,2011,Mei,18,tidak,Jumat,ya,Cerah,18.320000000000004,18.9998,0.26,19.0012,64,456,520,Sore,Hangat,Rendah
2902,2011-05-05,Semi,2011,Mei,19,tidak,Jumat,ya,Cerah,17.380000000000003,18.0032,0.28,15.001299999999999,56,305,361,Malam,Hangat,Rendah
2903,2011-05-05,Semi,2011,Mei,20,tidak,Jumat,ya,Cerah,15.5,15.9968,0.34,11.0014,33,225,258,Malam,Hangat,Rendah
2904,2011-05-05,Semi,2011,Mei,21,tidak,Jumat,ya,Cerah,15.5,15.9968,0.36,12.998000000000001,39,141,180,Malam,Hangat,Rendah
2905,2011-05-05,Semi,2011,Mei,22,tidak,Jumat,ya,Cerah,14.559999999999999,15.0002,0.39,12.998000000000001,30,135,165,Malam,Hangat,Rendah
2906,2011-05-05,Semi,2011,Mei,23,tidak,Jumat,ya,Cerah,13.620000000000001,13.997,0.4099999999999999,12.998000000000001,16,99,115,Malam,Hangat,Sedang
2907,2011-05-06,Semi,2011,Mei,0,tidak,Sabtu,ya,Cerah,12.68,13.000399999999999,0.44,11.0014,13,43,56,Malam,Hangat,Sedang
2908,2011-05-06,Semi,2011,Mei,1,tidak,Sabtu,ya,Cerah,10.8,11.000600000000002,0.62,11.0014,8,24,32,Malam,Dingin,Sedang
2909,2011-05-06,Semi,2011,Mei,2,tidak,Sabtu,ya,Cerah,9.86,9.997399999999999,0.62,7.0015,1,15,16,Malam,Dingin,Sedang
2910,2011-05-06,Semi,2011,Mei,3,tidak,Sabtu,ya,Cerah,8.919999999999998,7.9975999999999985,0.71,7.0015,3,6,9,Malam,Dingin,Tinggi
2911,2011-05-06,Semi,2011,Mei,4,tidak,Sabtu,ya,Cerah,8.919999999999998,7.9975999999999985,0.71,7.0015,0,1,1,Malam,Dingin,Tinggi
2912,2011-05-06,Semi,2011,Mei,5,tidak,Sabtu,ya,Cerah,7.98,7.000999999999998,0.8100000000000002,7.0015,0,16,16,Malam,Dingin,Tinggi
2913,2011-05-06,Semi,2011,Mei,6,tidak,Sabtu,ya,Cerah,8.919999999999998,7.9975999999999985,0.8100000000000002,6.0032,8,74,82,Malam,Dingin,Tinggi
2914,2011-05-06,Semi,2011,Mei,7,tidak,Sabtu,ya,Cerah,10.8,11.000600000000002,0.8199999999999998,0.0,20,202,222,Pagi,Dingin,Tinggi
2915,2011-05-06,Semi,2011,Mei,8,tidak,Sabtu,ya,Cerah,11.739999999999998,11.997200000000003,0.77,16.997899999999998,35,415,450,Pagi,Dingin,Tinggi
2916,2011-05-06,Semi,2011,Mei,9,tidak,Sabtu,ya,Cerah,13.620000000000001,13.997,0.67,19.0012,27,161,188,Pagi,Hangat,Sedang
2917,2011-05-06,Semi,2011,Mei,10,tidak,Sabtu,ya,Berawan,17.380000000000003,18.0032,0.49,22.0028,30,97,127,Pagi,Hangat,Sedang
2918,2011-05-06,Semi,2011,Mei,11,tidak,Sabtu,ya,Berawan,17.380000000000003,18.0032,0.49,22.0028,42,123,165,Pagi,Hangat,Sedang
2919,2011-05-06,Semi,2011,Mei,12,tidak,Sabtu,ya,Cerah,18.320000000000004,18.9998,0.49,23.9994,48,198,246,Pagi,Hangat,Sedang
2920,2011-05-06,Semi,2011,Mei,13,tidak,Sabtu,ya,Cerah,19.259999999999998,20.003,0.4,22.0028,71,182,253,Sore,Panas,Rendah
2921,2011-05-06,Semi,2011,Mei,14,tidak,Sabtu,ya,Cerah,20.2,24.999200000000002,0.4,30.002599999999997,86,127,213,Sore,Panas,Rendah
2922,2011-05-06,Semi,2011,Mei,15,tidak,Sabtu,ya,Cerah,20.2,24.999200000000002,0.38,26.0027,89,171,260,Sore,Panas,Rendah
2923,2011-05-06,Semi,2011,Mei,16,tidak,Sabtu,ya,Cerah,20.2,24.999200000000002,0.4,16.997899999999998,82,262,344,Sore,Panas,Rendah
2924,2011-05-06,Semi,2011,Mei,17,tidak,Sabtu,ya,Cerah,19.259999999999998,20.003,0.4,23.9994,83,470,553,Sore,Panas,Rendah
2925,2011-05-06,Semi,2011,Mei,18,tidak,Sabtu,ya,Hujan Ringan,17.380000000000003,18.0032,0.52,23.9994,85,385,470,Sore,Hangat,Sedang
2926,2011-05-06,Semi,2011,Mei,19,tidak,Sabtu,ya,Hujan Ringan,17.380000000000003,18.0032,0.52,23.9994,39,253,292,Malam,Hangat,Sedang
2927,2011-05-06,Semi,2011,Mei,20,tidak,Sabtu,ya,Cerah,16.44,17.0,0.48,7.0015,29,161,190,Malam,Hangat,Sedang
2928,2011-05-06,Semi,2011,Mei,21,tidak,Sabtu,ya,Cerah,14.559999999999999,15.0002,0.67,8.9981,22,130,152,Malam,Hangat,Sedang
2929,2011-05-06,Semi,2011,Mei,22,tidak,Sabtu,ya,Cerah,13.620000000000001,13.997,0.72,15.001299999999999,46,105,151,Malam,Hangat,Tinggi
2930,2011-05-06,Semi,2011,Mei,23,tidak,Sabtu,ya,Cerah,12.68,13.000399999999999,0.8199999999999998,8.9981,27,93,120,Malam,Hangat,Tinggi
2931,2011-05-07,Semi,2011,Mei,0,tidak,Minggu,tidak,Cerah,11.739999999999998,11.997200000000003,0.8199999999999998,8.9981,10,76,86,Malam,Dingin,Tinggi
2932,2011-05-07,Semi,2011,Mei,1,tidak,Minggu,tidak,Cerah,11.739999999999998,11.997200000000003,0.8199999999999998,7.0015,8,50,58,Malam,Dingin,Tinggi
2933,2011-05-07,Semi,2011,Mei,2,tidak,Minggu,tidak,Cerah,11.739999999999998,11.997200000000003,0.8199999999999998,6.0032,5,47,52,Malam,Dingin,Tinggi
2934,2011-05-07,Semi,2011,Mei,3,tidak,Minggu,tidak,Cerah,11.739999999999998,11.997200000000003,0.77,6.0032,9,9,18,Malam,Dingin,Tinggi
2935,2011-05-07,Semi,2011,Mei,4,tidak,Minggu,tidak,Cerah,10.8,11.000600000000002,0.8199999999999998,7.0015,1,4,5,Malam,Dingin,Tinggi
2936,2011-05-07,Semi,2011,Mei,5,tidak,Minggu,tidak,Cerah,13.620000000000001,13.997,0.59,8.9981,4,3,7,Malam,Hangat,Sedang
2937,2011-05-07,Semi,2011,Mei,6,tidak,Minggu,tidak,Cerah,11.739999999999998,11.997200000000003,0.77,6.0032,1,12,13,Malam,Dingin,Tinggi
2938,2011-05-07,Semi,2011,Mei,7,tidak,Minggu,tidak,Cerah,14.559999999999999,15.0002,0.59,0.0,8,32,40,Pagi,Hangat,Sedang
2939,2011-05-07,Semi,2011,Mei,8,tidak,Minggu,tidak,Cerah,16.44,17.0,0.52,12.998000000000001,19,96,115,Pagi,Hangat,Sedang
2940,2011-05-07,Semi,2011,Mei,9,tidak,Minggu,tidak,Cerah,17.380000000000003,18.0032,0.49,19.0012,54,164,218,Pagi,Hangat,Sedang
2941,2011-05-07,Semi,2011,Mei,10,tidak,Minggu,tidak,Cerah,18.320000000000004,18.9998,0.49,19.999499999999998,90,208,298,Pagi,Hangat,Sedang
2942,2011-05-07,Semi,2011,Mei,11,tidak,Minggu,tidak,Cerah,18.320000000000004,18.9998,0.43,0.0,132,215,347,Pagi,Hangat,Sedang
2943,2011-05-07,Semi,2011,Mei,12,tidak,Minggu,tidak,Cerah,20.2,24.999200000000002,0.4,12.998000000000001,129,244,373,Pagi,Panas,Rendah
2944,2011-05-07,Semi,2011,Mei,13,tidak,Minggu,tidak,Cerah,20.2,24.999200000000002,0.35,19.0012,196,240,436,Sore,Panas,Rendah
2945,2011-05-07,Semi,2011,Mei,14,tidak,Minggu,tidak,Hujan Ringan,20.2,24.999200000000002,0.35,11.0014,143,235,378,Sore,Panas,Rendah
2946,2011-05-07,Semi,2011,Mei,15,tidak,Minggu,tidak,Cerah,20.2,24.999200000000002,0.38,16.997899999999998,148,230,378,Sore,Panas,Rendah
2947,2011-05-07,Semi,2011,Mei,16,tidak,Minggu,tidak,Cerah,20.2,24.999200000000002,0.38,12.998000000000001,119,223,342,Sore,Panas,Rendah
2948,2011-05-07,Semi,2011,Mei,17,tidak,Minggu,tidak,Cerah,19.259999999999998,20.003,0.4,15.001299999999999,138,216,354,Sore,Panas,Rendah
2949,2011-05-07,Semi,2011,Mei,18,tidak,Minggu,tidak,Cerah,19.259999999999998,20.003,0.37,11.0014,114,175,289,Sore,Panas,Rendah
2950,2011-05-07,Semi,2011,Mei,19,tidak,Minggu,tidak,Cerah,18.320000000000004,18.9998,0.43,12.998000000000001,88,179,267,Malam,Hangat,Sedang
2951,2011-05-07,Semi,2011,Mei,20,tidak,Minggu,tidak,Cerah,18.320000000000004,18.9998,0.43,8.9981,82,137,219,Malam,Hangat,Sedang
2952,2011-05-07,Semi,2011,Mei,21,tidak,Minggu,tidak,Cerah,17.380000000000003,18.0032,0.49,15.001299999999999,58,124,182,Malam,Hangat,Sedang
2953,2011-05-07,Semi,2011,Mei,22,tidak,Minggu,tidak,Cerah,17.380000000000003,18.0032,0.49,12.998000000000001,26,94,120,Malam,Hangat,Sedang
2954,2011-05-07,Semi,2011,Mei,23,tidak,Minggu,tidak,Cerah,15.5,15.9968,0.59,7.0015,30,89,119,Malam,Hangat,Sedang
2955,2011-05-08,Semi,2011,Mei,0,tidak,Senin,tidak,Berawan,15.5,15.9968,0.59,7.0015,22,78,100,Malam,Hangat,Sedang
2956,2011-05-08,Semi,2011,Mei,1,tidak,Senin,tidak,Berawan,16.44,17.0,0.55,0.0,8,56,64,Malam,Hangat,Sedang
2957,2011-05-08,Semi,2011,Mei,2,tidak,Senin,tidak,Cerah,14.559999999999999,15.0002,0.63,0.0,17,42,59,Malam,Hangat,Sedang
2958,2011-05-08,Semi,2011,Mei,3,tidak,Senin,tidak,Cerah,13.620000000000001,13.997,0.72,6.0032,10,21,31,Malam,Hangat,Tinggi
2959,2011-05-08,Semi,2011,Mei,4,tidak,Senin,tidak,Cerah,11.739999999999998,11.997200000000003,0.8199999999999998,0.0,2,8,10,Malam,Dingin,Tinggi
2960,2011-05-08,Semi,2011,Mei,5,tidak,Senin,tidak,Berawan,12.68,13.000399999999999,0.77,0.0,0,5,5,Malam,Hangat,Tinggi
2961,2011-05-08,Semi,2011,Mei,6,tidak,Senin,tidak,Berawan,12.68,13.000399999999999,0.8199999999999998,0.0,2,4,6,Malam,Hangat,Tinggi
2962,2011-05-08,Semi,2011,Mei,7,tidak,Senin,tidak,Berawan,13.620000000000001,13.997,0.8199999999999998,0.0,8,15,23,Pagi,Hangat,Tinggi
2963,2011-05-08,Semi,2011,Mei,8,tidak,Senin,tidak,Cerah,16.44,17.0,0.63,8.9981,28,58,86,Pagi,Hangat,Sedang
2964,2011-05-08,Semi,2011,Mei,9,tidak,Senin,tidak,Cerah,18.320000000000004,18.9998,0.52,15.001299999999999,48,112,160,Pagi,Hangat,Sedang
2965,2011-05-08,Semi,2011,Mei,10,tidak,Senin,tidak,Cerah,19.259999999999998,20.003,0.49,8.9981,91,153,244,Pagi,Panas,Sedang
2966,2011-05-08,Semi,2011,Mei,11,tidak,Senin,tidak,Cerah,19.259999999999998,20.003,0.49,6.0032,142,198,340,Pagi,Panas,Sedang
2967,2011-05-08,Semi,2011,Mei,12,tidak,Senin,tidak,Cerah,20.2,24.999200000000002,0.45999999999999996,6.0032,139,243,382,Pagi,Panas,Sedang
2968,2011-05-08,Semi,2011,Mei,13,tidak,Senin,tidak,Cerah,20.2,24.999200000000002,0.49,8.9981,166,224,390,Sore,Panas,Sedang
2969,2011-05-08,Semi,2011,Mei,14,tidak,Senin,tidak,Cerah,20.2,24.999200000000002,0.49,0.0,126,240,366,Sore,Panas,Sedang
2970,2011-05-08,Semi,2011,Mei,15,tidak,Senin,tidak,Cerah,20.2,24.999200000000002,0.49,0.0,128,230,358,Sore,Panas,Sedang
2971,2011-05-08,Semi,2011,Mei,16,tidak,Senin,tidak,Cerah,20.2,24.999200000000002,0.45999999999999996,7.0015,122,263,385,Sore,Panas,Sedang
2972,2011-05-08,Semi,2011,Mei,17,tidak,Senin,tidak,Hujan Ringan,19.259999999999998,20.003,0.49,19.0012,106,245,351,Sore,Panas,Sedang
2973,2011-05-08,Semi,2011,Mei,18,tidak,Senin,tidak,Cerah,19.259999999999998,20.003,0.49,0.0,63,205,268,Sore,Panas,Sedang
2974,2011-05-08,Semi,2011,Mei,19,tidak,Senin,tidak,Cerah,18.320000000000004,18.9998,0.64,0.0,61,178,239,Malam,Hangat,Sedang
2975,2011-05-08,Semi,2011,Mei,20,tidak,Senin,tidak,Cerah,16.44,17.0,0.77,8.9981,42,132,174,Malam,Hangat,Tinggi
2976,2011-05-08,Semi,2011,Mei,21,tidak,Senin,tidak,Cerah,16.44,17.0,0.77,6.0032,32,95,127,Malam,Hangat,Tinggi
2977,2011-05-08,Semi,2011,Mei,22,tidak,Senin,tidak,Cerah,15.5,15.9968,0.88,6.0032,29,86,115,Malam,Hangat,Tinggi
2978,2011-05-08,Semi,2011,Mei,23,tidak,Senin,tidak,Cerah,13.620000000000001,13.997,0.88,6.0032,9,41,50,Malam,Hangat,Tinggi
2979,2011-05-09,Semi,2011,Mei,0,tidak,Selasa,ya,Cerah,13.620000000000001,13.997,0.8199999999999998,6.0032,31,22,53,Malam,Hangat,Tinggi
2980,2011-05-09,Semi,2011,Mei,1,tidak,Selasa,ya,Cerah,12.68,13.000399999999999,0.88,0.0,25,8,33,Malam,Hangat,Tinggi
2981,2011-05-09,Semi,2011,Mei,2,tidak,Selasa,ya,Cerah,12.68,13.000399999999999,0.9399999999999998,0.0,6,2,8,Malam,Hangat,Tinggi
2982,2011-05-09,Semi,2011,Mei,3,tidak,Selasa,ya,Cerah,13.620000000000001,13.997,0.8199999999999998,6.0032,0,7,7,Malam,Hangat,Tinggi
2983,2011-05-09,Semi,2011,Mei,4,tidak,Selasa,ya,Cerah,11.739999999999998,11.997200000000003,0.8199999999999998,11.0014,0,4,4,Malam,Dingin,Tinggi
2984,2011-05-09,Semi,2011,Mei,5,tidak,Selasa,ya,Cerah,11.739999999999998,11.997200000000003,0.77,11.0014,0,23,23,Malam,Dingin,Tinggi
2985,2011-05-09,Semi,2011,Mei,6,tidak,Selasa,ya,Cerah,12.68,13.000399999999999,0.72,16.997899999999998,2,87,89,Malam,Hangat,Tinggi
2986,2011-05-09,Semi,2011,Mei,7,tidak,Selasa,ya,Cerah,14.559999999999999,15.0002,0.63,16.997899999999998,16,221,237,Pagi,Hangat,Sedang
2987,2011-05-09,Semi,2011,Mei,8,tidak,Selasa,ya,Cerah,16.44,17.0,0.55,15.001299999999999,23,351,374,Pagi,Hangat,Sedang
2988,2011-05-09,Semi,2011,Mei,9,tidak,Selasa,ya,Cerah,17.380000000000003,18.0032,0.56,11.0014,36,142,178,Pagi,Hangat,Sedang
2989,2011-05-09,Semi,2011,Mei,10,tidak,Selasa,ya,Cerah,18.320000000000004,18.9998,0.52,12.998000000000001,24,95,119,Pagi,Hangat,Sedang
2990,2011-05-09,Semi,2011,Mei,11,tidak,Selasa,ya,Cerah,20.2,24.999200000000002,0.45999999999999996,15.001299999999999,26,99,125,Pagi,Panas,Sedang
2991,2011-05-09,Semi,2011,Mei,12,tidak,Selasa,ya,Cerah,20.2,24.999200000000002,0.43,12.998000000000001,35,160,195,Pagi,Panas,Sedang
2992,2011-05-09,Semi,2011,Mei,13,tidak,Selasa,ya,Cerah,21.14,24.999200000000002,0.38,19.0012,36,138,174,Sore,Panas,Rendah
2993,2011-05-09,Semi,2011,Mei,14,tidak,Selasa,ya,Cerah,21.14,24.999200000000002,0.4099999999999999,15.001299999999999,44,118,162,Sore,Panas,Sedang
2994,2011-05-09,Semi,2011,Mei,15,tidak,Selasa,ya,Cerah,21.14,24.999200000000002,0.4099999999999999,15.001299999999999,51,148,199,Sore,Panas,Sedang
2995,2011-05-09,Semi,2011,Mei,16,tidak,Selasa,ya,Cerah,22.080000000000002,24.999200000000002,0.38,15.001299999999999,49,255,304,Sore,Panas,Rendah
2996,2011-05-09,Semi,2011,Mei,17,tidak,Selasa,ya,Cerah,21.14,24.999200000000002,0.38,16.997899999999998,59,539,598,Sore,Panas,Rendah
2997,2011-05-09,Semi,2011,Mei,18,tidak,Selasa,ya,Cerah,21.14,24.999200000000002,0.38,19.999499999999998,66,458,524,Sore,Panas,Rendah
2998,2011-05-09,Semi,2011,Mei,19,tidak,Selasa,ya,Cerah,19.259999999999998,20.003,0.43,12.998000000000001,45,339,384,Malam,Panas,Sedang
2999,2011-05-09,Semi,2011,Mei,20,tidak,Selasa,ya,Cerah,17.380000000000003,18.0032,0.49,12.998000000000001,25,214,239,Malam,Hangat,Sedang
3000,2011-05-09,Semi,2011,Mei,21,tidak,Selasa,ya,Cerah,16.44,17.0,0.59,8.9981,28,128,156,Malam,Hangat,Sedang
3001,2011-05-09,Semi,2011,Mei,22,tidak,Selasa,ya,Cerah,16.44,17.0,0.68,6.0032,21,95,116,Malam,Hangat,Sedang
3002,2011-05-09,Semi,2011,Mei,23,tidak,Selasa,ya,Cerah,15.5,15.9968,0.68,6.0032,16,45,61,Malam,Hangat,Sedang
3003,2011-05-10,Semi,2011,Mei,0,tidak,Rabu,ya,Cerah,14.559999999999999,15.0002,0.63,0.0,6,12,18,Malam,Hangat,Sedang
